Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,O_U_2.5,BTTS,Home_Pts_Last_5,Away_Pts_Last_5,Home_Avg_GF,Home_Avg_GA,Away_Avg_GF,Away_Avg_GA,Home_Avg_SOT,Away_Avg_SOT,H2H_Home_Win_Rate,Home_Elo,Away_Elo,Home_Goal_Difference,Away_Goal_Difference,Elo_Difference,PSH,PSD,PSA,P>2.5,P<2.5,Avg>2.5,Avg<2.5
I1,02/10/2022,19:45,Juventus,Bologna,3,0,H,1,0,6,5,1.2,1.0,1.0,1.4,3.2,3.4,0.5,1504.5833081328026,1478.942017406808,0.19999999999999996,-0.3999999999999999,105.64129072599462,1.53,4.43,6.79,1.88,2.03,1.84,1.98
I1,03/10/2022,19:45,Verona,Udinese,1,2,A,1,1,4,15,0.6,1.4,2.6,0.6,3.2,4.4,0.5,1473.92499248353,1537.2656766763837,-0.7999999999999999,2.0,16.659315807146413,3.26,3.59,2.29,1.83,2.08,1.81,2.01
I1,08/10/2022,14:00,Sassuolo,Inter,1,2,A,1,1,8,6,1.4,0.6,1.6,1.8,5.6,4.0,0.5,1510.004202893084,1499.37576194978,0.7999999999999999,-0.19999999999999996,90.62844094330399,4.61,4.34,1.74,1.65,2.36,1.6,2.36
I1,08/10/2022,17:00,Milan,Juventus,2,0,H,0,0,10,8,1.8,1.2,1.6,0.8,4.4,3.8,0.5,1536.6288738451506,1511.6330708444107,0.6000000000000001,0.8,104.9958030007399,2.11,3.46,3.84,2.1,1.81,2.11,1.75
I1,08/10/2022,19:45,Bologna,Sampdoria,1,1,D,0,1,5,1,1.0,1.6,0.8,2.0,3.6,3.8,0.5,1471.8922546951999,1439.8999388475906,-0.6000000000000001,-1.2,111.99231584760923,2.11,3.49,3.8,1.98,1.93,1.94,1.89
I1,09/10/2022,11:30,Torino,Empoli,1,1,D,0,1,3,5,0.6,1.6,1.2,1.6,3.8,4.2,0.5,1493.2800236015682,1481.9658694528352,-1.0,-0.40000000000000013,91.314154148733,1.78,3.68,5.23,2.09,1.82,2.04,1.8
I1,09/10/2022,14:00,Udinese,Atalanta,2,2,D,1,1,15,13,2.6,0.6,1.6,0.4,5.2,4.6,0.5,1547.744803192376,1554.0836251763317,2.0,1.2000000000000002,73.66117801604423,2.61,3.47,2.85,1.89,2.01,1.85,1.98
I1,09/10/2022,14:00,Monza,Spezia,2,0,H,0,0,7,4,1.0,1.2,0.8,2.0,3.0,2.2,0.5,1476.1198725463282,1481.6196466815986,-0.19999999999999996,-1.2,74.5002258647296,1.94,3.64,4.27,2.03,1.88,2.0,1.83
I1,09/10/2022,14:00,Salernitana,Verona,2,1,H,1,1,3,4,1.2,2.4,0.8,1.6,3.6,3.2,0.5,1479.5376632663144,1463.4458659675379,-1.2,-0.8,96.09179729877656,2.5,3.47,2.99,1.88,2.04,1.82,2.01
I1,09/10/2022,17:00,Cremonese,Napoli,1,4,A,1,1,3,13,0.6,1.8,1.8,0.8,3.0,6.2,0.5,1461.560459813944,1555.567949342393,-1.2000000000000002,1.0,-14.007489528449014,7.25,4.82,1.47,1.68,2.3,1.67,2.23
I1,09/10/2022,19:45,Roma,Lecce,2,1,H,1,1,9,6,1.4,1.4,1.0,1.0,4.8,2.8,0.5,1530.9900187332396,1481.8433503626468,0.0,0.0,129.1466683705928,1.37,5.15,9.95,1.87,2.04,1.83,2.0
I1,10/10/2022,19:45,Fiorentina,Lazio,0,4,A,1,0,4,10,0.8,1.0,2.4,0.6,4.6,5.2,0.5,1490.8074111583567,1531.999337629314,-0.19999999999999996,1.7999999999999998,38.80807352904276,2.55,3.5,2.91,1.88,2.03,1.87,1.96
I1,15/10/2022,14:00,Empoli,Monza,1,0,H,0,0,5,10,1.2,1.6,1.4,0.6,3.8,3.6,0.5,1484.5352126933162,1484.007854898491,-0.40000000000000013,0.7999999999999999,80.52735779482532,2.61,3.37,2.92,1.99,1.92,1.95,1.87
I1,15/10/2022,17:00,Torino,Juventus,0,1,A,0,0,4,5,0.6,1.2,1.2,1.2,4.8,3.8,0.5,1490.7106803610873,1504.5663372856038,-0.6,0.0,66.14434307548345,3.13,3.19,2.57,2.32,1.68,2.28,1.64
I1,15/10/2022,19:45,Atalanta,Sassuolo,2,1,H,1,1,11,7,1.4,0.6,1.6,1.0,4.6,5.6,0.5,1556.1725585843535,1497.4533024893622,0.7999999999999999,0.6000000000000001,138.71925609499135,1.69,4.2,5.08,1.71,2.25,1.67,2.22
I1,16/10/2022,11:30,Inter,Salernitana,2,0,H,0,0,6,5,1.4,1.8,1.4,2.4,3.4,3.6,0.5,1511.926662353502,1486.840346481337,-0.40000000000000013,-1.0,105.08631587216496,1.29,5.99,10.99,1.49,2.74,1.47,2.68
I1,16/10/2022,14:00,Spezia,Cremonese,2,2,D,1,1,4,3,0.8,2.0,0.6,2.0,2.4,2.4,0.5,1473.731664329436,1451.963409470793,-1.2,-1.4,101.76825485864288,2.55,3.14,3.21,2.05,1.87,1.99,1.84
I1,16/10/2022,14:00,Lazio,Udinese,0,0,D,0,0,12,13,3.0,0.4,2.8,1.0,5.2,5.0,0.5,1543.1117014520241,1545.655869784354,2.6,1.7999999999999998,77.45583166767005,2.19,3.72,3.36,1.68,2.3,1.68,2.21
I1,16/10/2022,17:00,Napoli,Bologna,3,2,H,1,1,15,5,2.4,0.8,1.0,1.6,6.8,3.4,0.5,1565.1649996855438,1468.7760442661806,1.5999999999999999,-0.6000000000000001,176.38895541936313,1.26,6.19,13.19,1.57,2.52,1.55,2.45
I1,16/10/2022,19:45,Verona,Milan,1,2,A,1,1,3,12,0.8,1.8,2.2,1.2,3.0,4.6,0.5,1456.1431827525153,1543.6956074039574,-1.0,1.0000000000000002,-7.552424651442152,6.38,4.26,1.58,1.78,2.14,1.77,2.06
I1,17/10/2022,17:30,Sampdoria,Roma,0,1,A,0,0,1,9,0.8,2.0,1.2,1.6,3.8,4.6,0.5,1443.01614927661,1537.4351186017473,-1.2,-0.40000000000000013,-14.418969325137368,5.38,3.76,1.75,2.0,1.91,1.94,1.87
I1,17/10/2022,19:45,Lecce,Fiorentina,1,1,D,0,1,5,4,1.0,1.2,0.8,1.6,2.6,4.8,0.5,1475.3982504941391,1479.6950473356464,-0.19999999999999996,-0.8,75.70320315849267,4.06,3.37,2.08,2.18,1.76,2.13,1.72
I1,21/10/2022,19:45,Juventus,Empoli,4,0,H,1,0,7,7,1.2,1.0,1.0,1.2,5.2,3.8,0.5,1516.4474528190526,1492.2580798078632,0.19999999999999996,-0.19999999999999996,104.18937301118945,1.42,5.12,7.81,1.69,2.28,1.68,2.22
I1,22/10/2022,14:00,Salernitana,Spezia,1,0,H,0,0,4,4,1.0,2.4,0.8,2.0,3.4,2.6,0.5,1479.7759937602273,1470.8835308746416,-1.4,-1.2,88.8924628855857,2.04,3.59,3.94,1.97,1.93,1.95,1.87
I1,22/10/2022,17:00,Milan,Monza,4,1,H,1,1,12,10,2.0,1.0,1.4,0.4,4.8,3.8,0.5,1553.4782653807831,1476.284987783944,1.0,0.9999999999999999,157.19327759683915,1.42,4.98,8.24,1.69,2.29,1.64,2.27
I1,22/10/2022,19:45,Fiorentina,Inter,3,4,A,1,1,4,9,0.8,1.6,1.4,1.2,4.8,3.6,0.5,1481.8401206828607,1518.9910150746118,-0.8,0.19999999999999996,42.84910560824892,3.83,3.58,2.08,1.84,2.06,1.79,2.04
I1,23/10/2022,11:30,Udinese,Torino,1,2,A,1,1,11,1,2.0,1.0,0.4,1.4,4.4,4.4,0.5,1547.8490142785242,1478.8295648276385,1.0,-0.9999999999999999,149.01944945088576,2.05,3.4,4.15,2.07,1.85,2.02,1.8
I1,23/10/2022,14:00,Bologna,Lecce,2,0,H,0,0,4,6,1.0,1.8,1.2,1.2,2.8,2.6,0.5,1463.4574644612803,1473.2531771469248,-0.8,0.0,70.2042873143555,2.21,3.26,3.78,2.27,1.7,2.21,1.67
I1,23/10/2022,17:00,Atalanta,Lazio,0,2,A,0,0,11,13,1.4,0.8,2.8,0.0,4.2,5.4,0.5,1562.3793501254177,1540.918556957854,0.5999999999999999,2.8,101.46079316756368,2.0,3.68,3.96,1.78,2.15,1.71,2.16
I1,23/10/2022,19:45,Roma,Napoli,0,1,A,0,0,12,15,1.4,0.8,2.6,1.0,5.0,7.6,0.5,1547.020345403949,1570.483579490444,0.5999999999999999,1.6,56.53676591350495,2.95,3.61,2.47,1.83,2.07,1.79,2.03
I1,24/10/2022,17:30,Cremonese,Sampdoria,0,1,A,0,0,3,1,1.0,2.4,0.6,1.8,3.2,3.4,0.5,1454.8115429255874,1433.4309224744081,-1.4,-1.2000000000000002,101.38062045117931,2.51,3.37,3.06,1.98,1.93,1.94,1.87
I1,24/10/2022,19:45,Sassuolo,Verona,2,1,H,1,1,6,0,1.8,1.4,0.6,2.0,4.8,2.2,0.5,1491.246510948298,1446.3605247756896,0.40000000000000013,-1.4,124.88598617260845,1.99,3.75,3.92,1.74,2.21,1.71,2.13
I1,29/10/2022,14:00,Napoli,Sassuolo,4,0,H,1,0,15,9,2.6,1.0,2.0,1.0,7.4,5.0,0.5,1582.0966258214564,1497.7992093566504,1.6,1.0,164.29741646480602,1.31,5.9,10.07,1.46,2.83,1.44,2.73
